,Models,ModelName,Train,hex_Ef,spl_Ef,tet_Ef,vac_Ef
33,GAP,183-4,VacEnh,0.2484231007973206,0.3189283165475781,0.5814015331663602,-0.6053367262128885
34,GAP,109-3,VacEnh,0.1007371057660344,0.6796464050697223,0.8697430339711654,-3.640576409621562
35,GAP,41-6,VacEnh,-0.0696759044174127,-3.294599035149224,-0.1895316617378916,1.4678790177719592
36,GAP,352-4,VacEnh,0.0330122784090562,0.3560447729833919,0.0899735583895061,-0.4176687711934239
37,GAP,286-5,VacEnh,0.3171170946223233,0.2774406340865217,0.5807751637828799,-0.7195784210251845
38,GAP,176-6,VacEnh,0.0280754053936231,0.2465881677206474,0.7660168129259801,-0.5182869594293033
39,GAP,215-6,VacEnh,0.5761867855454117,-0.3800437033817497,-0.2277132326382621,-1.1414761183866369
40,GAP,210-6,VacEnh,0.4585118370192399,-1.698477944179691,-1.0536228309629216,-0.7917459226725776
41,GAP,188-4,VacEnh,0.1825985088994444,0.1203907733129787,0.6762657421277409,-0.5549209577830116
42,GAP,263-5,VacEnh,0.0494427332353114,0.2183336636390392,0.0534286095952375,-0.2575703562745615
43,GAP,345-2,VacEnh,0.3395985349621745,0.1568908221088659,0.1022387864563191,-0.3232391699814024
44,GAP,285-1,VacEnh,0.2610040600294568,0.4380561844761242,0.7555789835678088,-0.9079550288301612
45,GAP,203-2,VacEnh,0.509534284283083,-0.4659431847776271,-0.1999549774484235,-1.1013717824902485
46,GAP,278-4,VacEnh,0.1538704739700746,0.4433983261453761,0.6735077164417257,-0.7750006896850903
47,GAP,262-3,VacEnh,0.2150409700163802,0.2983896981653942,0.0711304823078136,-0.3922858058403155
48,GAP,183-5,VacEnh,0.2152155163243048,0.2030646954771253,0.6806406925302706,-0.5745782860022548
49,GAP,381-3,VacEnh,0.2896352418069889,0.4557785072416067,0.787097435346144,-0.9469761538800092
50,GAP,34-5,VacEnh,-0.3401647786866908,-0.7562072890961001,-0.8450498218363428,1.499282671390255
51,GAP,184-2,VacEnh,0.2968431957107326,0.2489122981853346,0.6696108655054904,-0.5103541498206954
52,NNP,129-4,Int4,-5.508801020842962,-1.4421282638555266,-0.7944215248918737,0.6001966785609466
53,NNP,70-3,Org,-0.5199665435215435,-4.810185912968551,-1.9430074978319487,0.1731436584080376
54,NNP,57-2,Org,-3.1097798845988285,-0.7635550218591667,-0.7769658543187649,-0.5254580529400248
55,NNP,180-3,Org,0.2275171790482211,-0.5268024431849745,-0.2979363756814496,-2.970851169194345
56,NNP,158-3,Org,-3.840344755604779,-0.1791291928081693,-2.453221070648783,0.4774511441738145
57,NNP,102-3,Org,-3.259513685270401,-0.6046447596705126,-0.969930846496772,-1.2029756919554369
58,NNP,154-2,Org,-0.5814121271423075,-1.5127127281812374,-4.8102979087665805,-0.9272216714703132
59,NNP,183-2,Org,-4.501264047510723,-1.4012070561031296,0.0619297064753565,0.0036904409238987
